"# COVERS FURNITURE, TOOLS, SMARTPHONE, CRAFTPHONE, AND ONLY CYRANO'S PHOTOS (all photos have the same body colors/format)",,,,,,,,,
ID,Filename Prefix,Item,Variant,Body Color,Pattern,Body Color Category,Pattern Category,Item Type,Full ID
1644,FtrElectricguitar1,rock guitar,0_3,Sunburst,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_0_3
1644,FtrElectricguitar1,rock guitar,0_4,Sunburst,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_0_4
1644,FtrElectricguitar1,rock guitar,0_5,Sunburst,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_0_5
1644,FtrElectricguitar1,rock guitar,0_6,Sunburst,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_0_6
1644,FtrElectricguitar1,rock guitar,0_7,Sunburst,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_0_7
1644,FtrElectricguitar1,rock guitar,1_0,Coral pink,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_0
1644,FtrElectricguitar1,rock guitar,1_1,Coral pink,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_1
1644,FtrElectricguitar1,rock guitar,1_2,Coral pink,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_2
1644,FtrElectricguitar1,rock guitar,1_3,Coral pink,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_3
1644,FtrElectricguitar1,rock guitar,1_4,Coral pink,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_4
1644,FtrElectricguitar1,rock guitar,1_5,Coral pink,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_5
1644,FtrElectricguitar1,rock guitar,1_6,Coral pink,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_6
1644,FtrElectricguitar1,rock guitar,1_7,Coral pink,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_1_7
1644,FtrElectricguitar1,rock guitar,2_0,Cosmo black,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_0
1644,FtrElectricguitar1,rock guitar,2_1,Cosmo black,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_1
1644,FtrElectricguitar1,rock guitar,2_2,Cosmo black,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_2
1644,FtrElectricguitar1,rock guitar,2_3,Cosmo black,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_3
1644,FtrElectricguitar1,rock guitar,2_4,Cosmo black,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_4
1644,FtrElectricguitar1,rock guitar,2_5,Cosmo black,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_5
1644,FtrElectricguitar1,rock guitar,2_6,Cosmo black,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_6
1644,FtrElectricguitar1,rock guitar,2_7,Cosmo black,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_2_7
1644,FtrElectricguitar1,rock guitar,3_0,Fire red,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_0
1644,FtrElectricguitar1,rock guitar,3_1,Fire red,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_1
1644,FtrElectricguitar1,rock guitar,3_2,Fire red,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_2
1644,FtrElectricguitar1,rock guitar,3_3,Fire red,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_3
1644,FtrElectricguitar1,rock guitar,3_4,Fire red,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_4
1644,FtrElectricguitar1,rock guitar,3_5,Fire red,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_5
1644,FtrElectricguitar1,rock guitar,3_6,Fire red,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_6
1644,FtrElectricguitar1,rock guitar,3_7,Fire red,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_3_7
1644,FtrElectricguitar1,rock guitar,4_0,Orange-yellow,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_0
1644,FtrElectricguitar1,rock guitar,4_1,Orange-yellow,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_1
1644,FtrElectricguitar1,rock guitar,4_2,Orange-yellow,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_2
1644,FtrElectricguitar1,rock guitar,4_3,Orange-yellow,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_3
1644,FtrElectricguitar1,rock guitar,4_4,Orange-yellow,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_4
1644,FtrElectricguitar1,rock guitar,4_5,Orange-yellow,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_5
1644,FtrElectricguitar1,rock guitar,4_6,Orange-yellow,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_6
1644,FtrElectricguitar1,rock guitar,4_7,Orange-yellow,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_4_7
1644,FtrElectricguitar1,rock guitar,5_0,Natural wood,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_0
1644,FtrElectricguitar1,rock guitar,5_1,Natural wood,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_1
1644,FtrElectricguitar1,rock guitar,5_2,Natural wood,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_2
1644,FtrElectricguitar1,rock guitar,5_3,Natural wood,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_3
1644,FtrElectricguitar1,rock guitar,5_4,Natural wood,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_4
1644,FtrElectricguitar1,rock guitar,5_5,Natural wood,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_5
1644,FtrElectricguitar1,rock guitar,5_6,Natural wood,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_6
1644,FtrElectricguitar1,rock guitar,5_7,Natural wood,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_5_7
1644,FtrElectricguitar1,rock guitar,6_0,Chic white,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_0
1644,FtrElectricguitar1,rock guitar,6_1,Chic white,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_1
1644,FtrElectricguitar1,rock guitar,6_2,Chic white,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_2
1644,FtrElectricguitar1,rock guitar,6_3,Chic white,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_3
1644,FtrElectricguitar1,rock guitar,6_4,Chic white,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_4
1644,FtrElectricguitar1,rock guitar,6_5,Chic white,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_5
1644,FtrElectricguitar1,rock guitar,6_6,Chic white,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_6
1644,FtrElectricguitar1,rock guitar,6_7,Chic white,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_6_7
1644,FtrElectricguitar1,rock guitar,7_0,Cool blue,None,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_0
1644,FtrElectricguitar1,rock guitar,7_1,Cool blue,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_1
1644,FtrElectricguitar1,rock guitar,7_2,Cool blue,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_2
1644,FtrElectricguitar1,rock guitar,7_3,Cool blue,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_3
1644,FtrElectricguitar1,rock guitar,7_4,Cool blue,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_4
1644,FtrElectricguitar1,rock guitar,7_5,Cool blue,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_5
1644,FtrElectricguitar1,rock guitar,7_6,Cool blue,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_6
1644,FtrElectricguitar1,rock guitar,7_7,Cool blue,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar1_Remake_7_7
1645,FtrElectricguitar2,electric guitar,0_0,Dark red,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_0
1645,FtrElectricguitar2,electric guitar,0_1,Dark red,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_1
1645,FtrElectricguitar2,electric guitar,0_2,Dark red,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_2
1645,FtrElectricguitar2,electric guitar,0_3,Dark red,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_3
1645,FtrElectricguitar2,electric guitar,0_4,Dark red,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_4
1645,FtrElectricguitar2,electric guitar,0_5,Dark red,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_5
1645,FtrElectricguitar2,electric guitar,0_6,Dark red,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_6
1645,FtrElectricguitar2,electric guitar,0_7,Dark red,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_0_7
1645,FtrElectricguitar2,electric guitar,1_0,Natural wood,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_0
1645,FtrElectricguitar2,electric guitar,1_1,Natural wood,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_1
1645,FtrElectricguitar2,electric guitar,1_2,Natural wood,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_2
1645,FtrElectricguitar2,electric guitar,1_3,Natural wood,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_3
1645,FtrElectricguitar2,electric guitar,1_4,Natural wood,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_4
1645,FtrElectricguitar2,electric guitar,1_5,Natural wood,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_5
1645,FtrElectricguitar2,electric guitar,1_6,Natural wood,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_6
1645,FtrElectricguitar2,electric guitar,1_7,Natural wood,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_1_7
1645,FtrElectricguitar2,electric guitar,2_0,Cherry,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_0
1645,FtrElectricguitar2,electric guitar,2_1,Cherry,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_1
1645,FtrElectricguitar2,electric guitar,2_2,Cherry,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_2
1645,FtrElectricguitar2,electric guitar,2_3,Cherry,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_3
1645,FtrElectricguitar2,electric guitar,2_4,Cherry,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_4
1645,FtrElectricguitar2,electric guitar,2_5,Cherry,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_5
1645,FtrElectricguitar2,electric guitar,2_6,Cherry,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_6
1645,FtrElectricguitar2,electric guitar,2_7,Cherry,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_2_7
1645,FtrElectricguitar2,electric guitar,3_0,Sunburst,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_0
1645,FtrElectricguitar2,electric guitar,3_1,Sunburst,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_1
1645,FtrElectricguitar2,electric guitar,3_2,Sunburst,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_2
1645,FtrElectricguitar2,electric guitar,3_3,Sunburst,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_3
1645,FtrElectricguitar2,electric guitar,3_4,Sunburst,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_4
1645,FtrElectricguitar2,electric guitar,3_5,Sunburst,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_5
1645,FtrElectricguitar2,electric guitar,3_6,Sunburst,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_6
1645,FtrElectricguitar2,electric guitar,3_7,Sunburst,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_3_7
1645,FtrElectricguitar2,electric guitar,4_0,Marine emerald,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_0
1645,FtrElectricguitar2,electric guitar,4_1,Marine emerald,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_1
1645,FtrElectricguitar2,electric guitar,4_2,Marine emerald,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_2
1645,FtrElectricguitar2,electric guitar,4_3,Marine emerald,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_3
1645,FtrElectricguitar2,electric guitar,4_4,Marine emerald,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_4
1645,FtrElectricguitar2,electric guitar,4_5,Marine emerald,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_5
1645,FtrElectricguitar2,electric guitar,4_6,Marine emerald,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_6
1645,FtrElectricguitar2,electric guitar,4_7,Marine emerald,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_4_7
1645,FtrElectricguitar2,electric guitar,5_0,Chic white,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_0
1645,FtrElectricguitar2,electric guitar,5_1,Chic white,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_1
1645,FtrElectricguitar2,electric guitar,5_2,Chic white,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_2
1645,FtrElectricguitar2,electric guitar,5_3,Chic white,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_3
1645,FtrElectricguitar2,electric guitar,5_4,Chic white,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_4
1645,FtrElectricguitar2,electric guitar,5_5,Chic white,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_5
1645,FtrElectricguitar2,electric guitar,5_6,Chic white,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_6
1645,FtrElectricguitar2,electric guitar,5_7,Chic white,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_5_7
1645,FtrElectricguitar2,electric guitar,6_0,Cosmo black,None,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_0
1645,FtrElectricguitar2,electric guitar,6_1,Cosmo black,Familiar logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_1
1645,FtrElectricguitar2,electric guitar,6_2,Cosmo black,Chic logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_2
1645,FtrElectricguitar2,electric guitar,6_3,Cosmo black,Rock logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_3
1645,FtrElectricguitar2,electric guitar,6_4,Cosmo black,Emblem logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_4
1645,FtrElectricguitar2,electric guitar,6_5,Cosmo black,Handwritten logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_5
1645,FtrElectricguitar2,electric guitar,6_6,Cosmo black,Pop logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_6
1645,FtrElectricguitar2,electric guitar,6_7,Cosmo black,Cute logo,NA,Sticker area,Ftr,FtrElectricguitar2_Remake_6_7
1652,FtrMatryoshka,matryoshka,0_0,Red,NA,Variation,NA,Ftr,FtrMatryoshka_Remake_0_0
1652,FtrMatryoshka,matryoshka,1_0,Yellow,NA,Variation,NA,Ftr,FtrMatryoshka_Remake_1_0
1652,FtrMatryoshka,matryoshka,2_0,Blue,NA,Variation,NA,Ftr,FtrMatryoshka_Remake_2_0
1652,FtrMatryoshka,matryoshka,3_0,Brown,NA,Variation,NA,Ftr,FtrMatryoshka_Remake_3_0
1652,FtrMatryoshka,matryoshka,4_0,Green,NA,Variation,NA,Ftr,FtrMatryoshka_Remake_4_0
1708,FtrRadicaseW,cassette player,0_0,Red,NA,NA,NA,Ftr,FtrRadicaseW_Remake_0_0
1708,FtrRadicaseW,cassette player,1_0,Yellow,NA,NA,NA,Ftr,FtrRadicaseW_Remake_1_0
1708,FtrRadicaseW,cassette player,2_0,Green,NA,NA,NA,Ftr,FtrRadicaseW_Remake_2_0
1708,FtrRadicaseW,cassette player,3_0,Blue,NA,NA,NA,Ftr,FtrRadicaseW_Remake_3_0
1708,FtrRadicaseW,cassette player,4_0,Pink,NA,NA,NA,Ftr,FtrRadicaseW_Remake_4_0
1708,FtrRadicaseW,cassette player,5_0,Silver,NA,NA,NA,Ftr,FtrRadicaseW_Remake_5_0
1708,FtrRadicaseW,cassette player,6_0,White,NA,NA,NA,Ftr,FtrRadicaseW_Remake_6_0
1708,FtrRadicaseW,cassette player,7_0,Black,NA,NA,NA,Ftr,FtrRadicaseW_Remake_7_0
1744,FtrOfficeClock,wall clock,0_0,Silver,NA,NA,NA,Ftr,FtrOfficeClock_Remake_0_0
1744,FtrOfficeClock,wall clock,1_0,White,NA,NA,NA,Ftr,FtrOfficeClock_Remake_1_0
1744,FtrOfficeClock,wall clock,2_0,Black,NA,NA,NA,Ftr,FtrOfficeClock_Remake_2_0
1744,FtrOfficeClock,wall clock,3_0,Red,NA,NA,NA,Ftr,FtrOfficeClock_Remake_3_0
1744,FtrOfficeClock,wall clock,4_0,Blue,NA,NA,NA,Ftr,FtrOfficeClock_Remake_4_0
1753,FtrAlomapot,aroma pot,0_0,White,NA,Variation,NA,Ftr,FtrAlomapot_Remake_0_0
1753,FtrAlomapot,aroma pot,1_0,Brown,NA,Variation,NA,Ftr,FtrAlomapot_Remake_1_0
1753,FtrAlomapot,aroma pot,2_0,Green,NA,Variation,NA,Ftr,FtrAlomapot_Remake_2_0
1753,FtrAlomapot,aroma pot,3_0,Pink,NA,Variation,NA,Ftr,FtrAlomapot_Remake_3_0
1753,FtrAlomapot,aroma pot,4_0,Cream,NA,Variation,NA,Ftr,FtrAlomapot_Remake_4_0
1753,FtrAlomapot,aroma pot,5_0,Black,NA,Variation,NA,Ftr,FtrAlomapot_Remake_5_0
1757,FtrBathtubCabriole,claw-foot tub,0_0,White,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_0_0
1757,FtrBathtubCabriole,claw-foot tub,1_0,Black,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_1_0
1757,FtrBathtubCabriole,claw-foot tub,2_0,Red,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_2_0
1757,FtrBathtubCabriole,claw-foot tub,3_0,Blue,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_3_0
1757,FtrBathtubCabriole,claw-foot tub,4_0,Pink,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_4_0
1757,FtrBathtubCabriole,claw-foot tub,5_0,Yellow,NA,NA,NA,Ftr,FtrBathtubCabriole_Remake_5_0
1759,FtrBooks,stack of books,0_0,Literature,NA,Genre,NA,Ftr,FtrBooks_Remake_0_0
1759,FtrBooks,stack of books,1_0,Comics,NA,Genre,NA,Ftr,FtrBooks_Remake_1_0
1759,FtrBooks,stack of books,2_0,Reference,NA,Genre,NA,Ftr,FtrBooks_Remake_2_0
1759,FtrBooks,stack of books,3_0,Old,NA,Genre,NA,Ftr,FtrBooks_Remake_3_0
1778,FtrClotheshorse,clothesline pole,0_0,Silver,Plain,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_0_0
1778,FtrClotheshorse,clothesline pole,0_1,Silver,PE shirt,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_0_1
1778,FtrClotheshorse,clothesline pole,0_2,Silver,Fish,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_0_2
1778,FtrClotheshorse,clothesline pole,0_3,Silver,Carrot,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_0_3
1778,FtrClotheshorse,clothesline pole,1_0,Blue,Plain,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_1_0
1778,FtrClotheshorse,clothesline pole,1_1,Blue,PE shirt,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_1_1
1778,FtrClotheshorse,clothesline pole,1_2,Blue,Fish,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_1_2
1778,FtrClotheshorse,clothesline pole,1_3,Blue,Carrot,NA,Drying shirt,Ftr,FtrClotheshorse_Remake_1_3
1783,FtrCorkboard,corkboard,0_0,Natural,Apple,NA,Favorite card,Ftr,FtrCorkboard_Remake_0_0
1783,FtrCorkboard,corkboard,0_1,Natural,Fish,NA,Favorite card,Ftr,FtrCorkboard_Remake_0_1
1783,FtrCorkboard,corkboard,0_2,Natural,Flower,NA,Favorite card,Ftr,FtrCorkboard_Remake_0_2
1783,FtrCorkboard,corkboard,1_0,White,Apple,NA,Favorite card,Ftr,FtrCorkboard_Remake_1_0
1783,FtrCorkboard,corkboard,1_1,White,Fish,NA,Favorite card,Ftr,FtrCorkboard_Remake_1_1
1783,FtrCorkboard,corkboard,1_2,White,Flower,NA,Favorite card,Ftr,FtrCorkboard_Remake_1_2
1783,FtrCorkboard,corkboard,2_0,Blue,Apple,NA,Favorite card,Ftr,FtrCorkboard_Remake_2_0
1783,FtrCorkboard,corkboard,2_1,Blue,Fish,NA,Favorite card,Ftr,FtrCorkboard_Remake_2_1
1783,FtrCorkboard,corkboard,2_2,Blue,Flower,NA,Favorite card,Ftr,FtrCorkboard_Remake_2_2
1797,FtrDecoy,decoy duck,0_0,Natural,NA,Design,NA,Ftr,FtrDecoy_Remake_0_0
1797,FtrDecoy,decoy duck,1_0,Mallard,NA,Design,NA,Ftr,FtrDecoy_Remake_1_0
1797,FtrDecoy,decoy duck,2_0,Spot-billed,NA,Design,NA,Ftr,FtrDecoy_Remake_2_0
1797,FtrDecoy,decoy duck,3_0,Greater scaup,NA,Design,NA,Ftr,FtrDecoy_Remake_3_0
1797,FtrDecoy,decoy duck,4_0,Common pochard,NA,Design,NA,Ftr,FtrDecoy_Remake_4_0
1797,FtrDecoy,decoy duck,5_0,Steamer duck,NA,Design,NA,Ftr,FtrDecoy_Remake_5_0
1797,FtrDecoy,decoy duck,6_0,Duck,NA,Design,NA,Ftr,FtrDecoy_Remake_6_0
1799,FtrDoghouse,doghouse,0_0,Natural,NA,Paint color,NA,Ftr,FtrDoghouse_Remake_0_0
1799,FtrDoghouse,doghouse,1_0,Green,NA,Paint color,NA,Ftr,FtrDoghouse_Remake_1_0
1799,FtrDoghouse,doghouse,2_0,Blue,NA,Paint color,NA,Ftr,FtrDoghouse_Remake_2_0
1799,FtrDoghouse,doghouse,3_0,Red,NA,Paint color,NA,Ftr,FtrDoghouse_Remake_3_0
1799,FtrDoghouse,doghouse,4_0,Black,NA,Paint color,NA,Ftr,FtrDoghouse_Remake_4_0
1802,FtrDrinkmachine,drink machine,0_0,Red,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_0_0
1802,FtrDrinkmachine,drink machine,0_1,Red,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_0_1
1802,FtrDrinkmachine,drink machine,0_2,Red,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_0_2
1802,FtrDrinkmachine,drink machine,0_3,Red,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_0_3
1802,FtrDrinkmachine,drink machine,1_0,Blue,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_1_0
1802,FtrDrinkmachine,drink machine,1_1,Blue,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_1_1
1802,FtrDrinkmachine,drink machine,1_2,Blue,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_1_2
1802,FtrDrinkmachine,drink machine,1_3,Blue,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_1_3
1802,FtrDrinkmachine,drink machine,2_0,White,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_2_0
1802,FtrDrinkmachine,drink machine,2_1,White,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_2_1
1802,FtrDrinkmachine,drink machine,2_2,White,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_2_2
1802,FtrDrinkmachine,drink machine,2_3,White,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_2_3
1802,FtrDrinkmachine,drink machine,3_0,Black,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_3_0
1802,FtrDrinkmachine,drink machine,3_1,Black,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_3_1
1802,FtrDrinkmachine,drink machine,3_2,Black,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_3_2
1802,FtrDrinkmachine,drink machine,3_3,Black,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_3_3
1802,FtrDrinkmachine,drink machine,4_0,Green,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_4_0
1802,FtrDrinkmachine,drink machine,4_1,Green,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_4_1
1802,FtrDrinkmachine,drink machine,4_2,Green,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_4_2
1802,FtrDrinkmachine,drink machine,4_3,Green,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_4_3
1802,FtrDrinkmachine,drink machine,5_0,Pink,Orange juice,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_5_0
1802,FtrDrinkmachine,drink machine,5_1,Pink,Sports drink,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_5_1
1802,FtrDrinkmachine,drink machine,5_2,Pink,Sale,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_5_2
1802,FtrDrinkmachine,drink machine,5_3,Pink,Cute,NA,Advertisement panel,Ftr,FtrDrinkmachine_Remake_5_3
1803,FtrDrumSet,drum set,0_0,Golden yellow,Smooth white,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_0
1803,FtrDrumSet,drum set,0_1,Golden yellow,Glossy black,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_1
1803,FtrDrumSet,drum set,0_2,Golden yellow,Black with logo,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_2
1803,FtrDrumSet,drum set,0_3,Golden yellow,White with logo,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_3
1803,FtrDrumSet,drum set,0_4,Golden yellow,Rock logo,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_4
1803,FtrDrumSet,drum set,0_5,Golden yellow,Vintage logo,NA,Bass drum head,Ftr,FtrDrumSet_Remake_0_5
1803,FtrDrumSet,drum set,1_0,Cosmo black,Smooth white,NA,Bass drum head,Ftr,FtrDrumSet_Remake_1_0
